time,Longitude,Latitude,Altitude (m),Speed (km/h),Total Distance (km)
47:34.0,-1.653633,52.88165,118.6,11.4,43.869
47:35.0,-1.653613,52.881683,118.6,13.4,43.873
47:36.0,-1.65359,52.881721,118.6,15.2,43.877
47:37.0,-1.653572,52.88175,118.6,11.6,43.88
47:38.0,-1.653556,52.881777,118.5,10.8,43.883
47:39.0,-1.653538,52.881808,118.3,12.2,43.887
47:40.0,-1.653517,52.881843,118.2,13.9,43.891
47:41.0,-1.653497,52.881877,118.1,13.5,43.894
47:42.0,-1.653479,52.881907,118.2,12.1,43.898
47:43.0,-1.653457,52.881943,118.2,14.4,43.902
47:44.0,-1.653437,52.881976,118.1,13.2,43.905
47:45.0,-1.653431,52.881987,118.1,10.7,43.907
48:21.0,-1.65281,52.883021,118.1,10.9,44.022
48:22.0,-1.652793,52.883049,118.0,12.9,44.025
48:23.0,-1.652768,52.883091,117.9,15.1,44.029
48:24.0,-1.652751,52.883119,117.8,10.9,44.032
48:25.0,-1.652736,52.883144,117.7,11.3,44.035
48:26.0,-1.652713,52.883183,117.9,14.5,44.04
48:27.0,-1.652696,52.883212,117.9,11.5,44.043
48:28.0,-1.65268,52.883238,118.0,11.0,44.046
48:29.0,-1.652658,52.883275,118.2,14.1,44.05
48:30.0,-1.65264,52.883305,118.3,13.9,44.053
48:31.0,-1.652622,52.883335,118.2,12.7,44.056
48:48.0,-1.652338,52.883808,118.3,10.5,44.109
48:49.0,-1.65232,52.883837,118.2,10.0,44.112
48:50.0,-1.652305,52.883863,118.2,11.7,44.115
48:51.0,-1.652283,52.8839,118.3,14.7,44.119
48:52.0,-1.652259,52.88394,118.3,15.2,44.124
48:53.0,-1.652238,52.883974,118.2,13.7,44.127
48:54.0,-1.65222,52.884005,118.1,12.5,44.131
48:55.0,-1.6522,52.884038,118.1,11.5,44.134
48:56.0,-1.652188,52.884058,118.2,9.8,44.137
48:57.0,-1.652171,52.884085,118.2,10.2,44.14
48:58.0,-1.652156,52.884112,118.2,11.9,44.143
49:26.0,-1.651653,52.884949,118.2,13.7,44.236
49:27.0,-1.651631,52.884986,118.2,14.5,44.24
49:28.0,-1.651609,52.885023,118.4,15.1,44.244
49:29.0,-1.651586,52.885062,118.3,15.4,44.248
49:30.0,-1.651562,52.885101,118.4,15.8,44.252
49:31.0,-1.651544,52.885132,118.4,12.1,44.256
49:32.0,-1.651525,52.885163,118.5,12.5,44.259
49:33.0,-1.651508,52.88519,118.3,11.0,44.262
49:34.0,-1.651494,52.885215,118.2,9.8,44.265
49:35.0,-1.651478,52.885242,118.3,10.8,44.268
49:36.0,-1.651463,52.885265,118.3,9.4,44.271
49:37.0,-1.651458,52.885274,118.3,8.9,44.272
49:49.0,-1.651285,52.885563,118.2,10.2,44.304
49:50.0,-1.651268,52.88559,118.2,11.6,44.307
49:51.0,-1.651249,52.885623,118.2,12.3,44.31
49:52.0,-1.651233,52.885649,118.2,11.2,44.313
49:53.0,-1.651217,52.885676,118.2,10.6,44.316
49:54.0,-1.651199,52.885705,118.2,10.9,44.319
49:55.0,-1.651186,52.885728,118.2,9.5,44.322
49:56.0,-1.651172,52.885751,118.2,9.7,44.325
49:57.0,-1.651157,52.885776,118.1,9.3,44.327
49:58.0,-1.651141,52.885802,118.2,12.2,44.331
49:59.0,-1.651119,52.885839,118.2,13.8,44.334
50:08.0,-1.651112,52.885852,117.7,13.3,44.336
50:09.0,-1.651095,52.885879,117.7,10.9,44.339
50:10.0,-1.651076,52.885911,117.7,12.7,44.342
50:11.0,-1.651053,52.885949,117.7,15.4,44.347
50:12.0,-1.651031,52.885986,117.5,14.6,44.351
50:13.0,-1.65101,52.886021,117.5,14.2,44.355
50:14.0,-1.65099,52.886055,117.6,13.3,44.358
50:15.0,-1.650969,52.88609,117.5,14.1,44.362
50:16.0,-1.650951,52.886119,117.6,11.8,44.365
50:17.0,-1.650935,52.886146,117.5,10.7,44.368
50:18.0,-1.650918,52.886174,117.5,11.3,44.372
50:32.0,-1.650503,52.886866,118.3,11.3,44.448
50:33.0,-1.650484,52.886897,118.2,12.1,44.452
50:34.0,-1.650466,52.886928,118.2,11.9,44.455
50:35.0,-1.650446,52.88696,118.1,12.9,44.459
50:36.0,-1.650427,52.886992,118.0,12.7,44.462
50:37.0,-1.65041,52.88702,118.0,11.3,44.465
50:38.0,-1.650393,52.88705,118.1,12.3,44.469
50:39.0,-1.650373,52.887082,118.1,12.7,44.472
50:40.0,-1.650351,52.887119,118.1,14.3,44.476
50:41.0,-1.650334,52.887148,118.0,11.4,44.48
50:42.0,-1.650315,52.887179,117.9,13.4,44.483
50:43.0,-1.650308,52.887191,117.8,11.5,44.484
50:56.0,-1.650071,52.887586,117.9,11.4,44.528
50:57.0,-1.650052,52.887618,117.8,13.0,44.532
50:58.0,-1.650033,52.887649,117.7,13.1,44.535
50:59.0,-1.650011,52.887686,117.9,13.9,44.539
51:00.0,-1.649997,52.887709,118.0,9.6,44.542
51:01.0,-1.649982,52.887734,117.9,9.9,44.545
51:02.0,-1.649965,52.887763,117.9,11.3,44.548
51:03.0,-1.649948,52.887791,117.8,12.3,44.551
51:04.0,-1.649924,52.887831,117.7,14.6,44.555
51:05.0,-1.649906,52.887862,117.6,13.7,44.559
51:06.0,-1.649889,52.88789,117.7,10.2,44.562
51:07.0,-1.649879,52.887906,117.7,11.0,44.564
51:26.0,-1.649756,52.888111,117.3,11.0,44.586
51:27.0,-1.649742,52.888134,117.3,10.0,44.589
51:28.0,-1.649728,52.888158,117.1,10.1,44.592
51:29.0,-1.649714,52.888181,117.1,8.5,44.594
51:30.0,-1.6497,52.888204,117.0,8.9,44.597
51:31.0,-1.649688,52.888225,116.8,9.0,44.599
51:32.0,-1.649672,52.888251,117.0,9.9,44.602
51:33.0,-1.649656,52.888278,117.0,11.7,44.605
51:34.0,-1.649638,52.888308,117.0,12.2,44.608
51:35.0,-1.649615,52.888345,117.1,13.7,44.612
51:36.0,-1.649599,52.888373,117.0,12.0,44.616
51:58.0,-1.649234,52.888981,117.1,12.5,44.683
51:59.0,-1.649212,52.889018,117.1,13.9,44.687
52:00.0,-1.649192,52.889051,117.2,14.8,44.691
52:01.0,-1.649168,52.889091,117.2,14.2,44.695
52:02.0,-1.64915,52.889121,117.4,14.1,44.699
52:03.0,-1.649125,52.889162,117.4,14.8,44.703
52:04.0,-1.649109,52.889189,117.3,11.3,44.706
52:05.0,-1.649093,52.889217,117.3,10.2,44.709
52:06.0,-1.649075,52.889245,117.4,13.1,44.712
52:07.0,-1.649051,52.889287,117.4,14.9,44.717
52:08.0,-1.649033,52.889316,117.5,12.5,44.72
52:09.0,-1.649021,52.889336,117.6,11.1,44.722
52:35.0,-1.648636,52.889977,117.7,9.7,44.794
52:36.0,-1.648619,52.890007,117.8,11.9,44.797
52:37.0,-1.648595,52.890046,117.8,15.6,44.801
52:38.0,-1.648572,52.890085,117.9,15.5,44.806
52:39.0,-1.64855,52.890121,117.9,14.5,44.81
52:40.0,-1.64853,52.890155,117.8,13.5,44.813
52:41.0,-1.648509,52.890189,117.8,13.7,44.817
52:42.0,-1.648491,52.890219,117.7,12.1,44.82
52:43.0,-1.648474,52.890247,117.7,11.2,44.824
52:44.0,-1.648458,52.890275,117.6,11.0,44.827
52:45.0,-1.64844,52.890304,117.7,11.6,44.83
52:46.0,-1.648428,52.890324,117.8,13.7,44.832
52:54.0,-1.648272,52.890584,117.8,13.2,44.861
52:55.0,-1.648251,52.890619,117.9,15.3,44.865
52:56.0,-1.648226,52.890662,117.8,15.7,44.87
52:57.0,-1.648203,52.890699,117.8,14.1,44.874
52:58.0,-1.648182,52.890735,117.7,15.9,44.878
52:59.0,-1.648157,52.890777,117.8,15.9,44.882
53:00.0,-1.648134,52.890815,117.7,14.8,44.887
53:01.0,-1.648113,52.890849,117.5,13.9,44.89
53:02.0,-1.648094,52.890881,117.4,10.8,44.894
53:03.0,-1.648082,52.890901,117.3,10.5,44.896
53:04.0,-1.648059,52.890939,117.2,13.8,44.9
53:05.0,-1.64804,52.890971,117.1,13.9,44.904
53:18.0,-1.647772,52.891417,117.2,13.6,44.953
53:19.0,-1.647751,52.891453,117.3,14.4,44.957
53:20.0,-1.647726,52.891494,117.4,15.8,44.962
53:21.0,-1.647705,52.89153,117.2,15.0,44.966
53:22.0,-1.64768,52.891572,117.1,16.0,44.971
53:23.0,-1.647658,52.891608,117.1,15.0,44.975
53:24.0,-1.647634,52.891648,117.0,15.5,44.979
53:25.0,-1.647612,52.891684,117.0,15.0,44.983
53:26.0,-1.647588,52.891725,117.0,15.7,44.988
53:27.0,-1.647565,52.891762,117.1,15.4,44.992
53:28.0,-1.64754,52.891804,117.1,15.9,44.996
53:29.0,-1.647532,52.891818,117.1,13.7,44.998
54:08.0,-1.646396,52.893712,117.0,13.7,45.208
54:09.0,-1.646372,52.893751,117.0,15.7,45.213
54:10.0,-1.64635,52.893787,117.0,15.9,45.217
54:11.0,-1.646325,52.89383,117.0,16.0,45.221
54:12.0,-1.646303,52.893866,116.9,15.2,45.225
54:13.0,-1.646277,52.893909,116.8,16.3,45.23
54:14.0,-1.646256,52.893945,116.8,15.4,45.234
54:15.0,-1.64623,52.893987,116.7,15.6,45.239
54:16.0,-1.64621,52.894022,116.8,15.1,45.243
54:17.0,-1.646185,52.894062,116.8,15.0,45.247
54:18.0,-1.646167,52.894093,116.9,12.9,45.25
54:19.0,-1.646155,52.894112,116.9,12.6,45.253
54:29.0,-1.645956,52.894444,117.1,16.0,45.289
54:30.0,-1.645937,52.894476,117.0,11.6,45.293
54:31.0,-1.645924,52.894497,117.0,8.4,45.295
54:32.0,-1.64591,52.894521,117.0,10.2,45.298
54:33.0,-1.645888,52.894558,116.9,14.3,45.302
54:34.0,-1.645867,52.894593,116.9,15.3,45.306
54:35.0,-1.645842,52.894635,117.0,15.2,45.311
54:36.0,-1.645822,52.894667,116.9,14.0,45.314
54:37.0,-1.645798,52.894708,116.9,15.7,45.319
54:38.0,-1.645778,52.89474,117.0,14.0,45.322
54:39.0,-1.645754,52.894781,117.0,15.1,45.327
54:40.0,-1.645743,52.894799,117.1,12.9,45.329
55:01.0,-1.645407,52.89536,116.9,10.7,45.391
55:02.0,-1.64539,52.895388,116.9,11.2,45.394
55:03.0,-1.645376,52.89541,116.9,10.4,45.397
55:04.0,-1.645357,52.895443,117.0,11.9,45.4
55:05.0,-1.645344,52.895464,116.9,8.8,45.403
55:06.0,-1.64533,52.895488,117.0,9.1,45.405
55:07.0,-1.645316,52.89551,117.1,9.3,45.408
55:08.0,-1.645299,52.895539,117.2,11.5,45.411
55:09.0,-1.645285,52.895562,117.2,9.4,45.414
55:10.0,-1.64527,52.895588,117.1,10.5,45.416
55:11.0,-1.64525,52.895621,117.0,12.6,45.42
55:27.0,-1.644973,52.896083,117.1,11.5,45.471
55:28.0,-1.644956,52.896112,117.0,10.1,45.475
55:29.0,-1.64494,52.896138,117.1,9.9,45.477
55:30.0,-1.644926,52.896161,117.2,10.2,45.48
55:31.0,-1.64491,52.896188,117.3,9.9,45.483
55:32.0,-1.644896,52.896212,117.3,10.0,45.486
55:33.0,-1.644879,52.896239,117.3,10.1,45.489
55:34.0,-1.644865,52.896263,117.3,10.1,45.491
55:35.0,-1.644851,52.896287,117.4,9.2,45.494
55:36.0,-1.644837,52.896309,117.4,9.4,45.496
55:37.0,-1.644823,52.896333,117.4,9.0,45.499
55:38.0,-1.644809,52.896356,117.3,10.8,45.502
56:54.0,-1.643417,52.898676,117.4,13.4,45.759
56:55.0,-1.643391,52.898719,117.4,16.5,45.764
56:56.0,-1.643371,52.898753,117.5,15.6,45.768
56:57.0,-1.643344,52.898798,117.5,15.7,45.773
56:58.0,-1.643324,52.89883,117.6,15.3,45.776
56:59.0,-1.643297,52.898875,117.5,15.8,45.781
57:00.0,-1.643278,52.898907,117.5,14.9,45.785
57:01.0,-1.643254,52.898948,117.4,13.8,45.789
57:02.0,-1.643237,52.898976,117.2,13.3,45.792
57:03.0,-1.643215,52.899012,117.2,12.8,45.797
57:04.0,-1.643201,52.899036,117.1,9.8,45.799
57:05.0,-1.643187,52.899059,117.1,10.4,45.802
57:22.0,-1.642942,52.899468,117.1,10.5,45.847
57:23.0,-1.64292,52.899505,117.1,14.5,45.851
57:24.0,-1.642895,52.899546,117.0,16.6,45.856
57:25.0,-1.642871,52.899586,117.0,15.8,45.86
57:26.0,-1.642848,52.899624,117.0,15.1,45.864
57:27.0,-1.64283,52.899655,117.0,12.5,45.868
57:28.0,-1.642814,52.899681,117.0,10.3,45.871
57:29.0,-1.642799,52.899706,117.0,10.0,45.873
57:30.0,-1.642782,52.899734,117.1,11.3,45.877
57:31.0,-1.642766,52.899761,117.1,10.8,45.88
57:32.0,-1.642748,52.899792,117.2,12.2,45.883
57:33.0,-1.642743,52.8998,117.3,16.1,45.884
57:41.0,-1.642566,52.900094,117.3,12.8,45.917
57:42.0,-1.642549,52.900123,117.2,11.9,45.92
57:43.0,-1.642529,52.900156,117.2,13.1,45.923
57:44.0,-1.642513,52.900183,117.2,10.6,45.926
57:45.0,-1.642498,52.900207,117.3,9.8,45.929
57:46.0,-1.642483,52.900233,117.2,10.1,45.932
57:47.0,-1.642468,52.900257,117.0,10.0,45.935
57:48.0,-1.642453,52.900282,117.0,9.9,45.937
57:49.0,-1.642437,52.900309,117.0,10.8,45.941
57:50.0,-1.642422,52.900335,117.0,10.1,45.943
57:51.0,-1.642407,52.900359,117.0,9.7,45.946
57:52.0,-1.642403,52.900366,117.0,13.3,45.947
58:03.0,-1.642058,52.900942,117.1,11.8,46.011
58:04.0,-1.64204,52.900971,117.1,11.8,46.014
58:05.0,-1.642023,52.900999,117.0,11.0,46.017
58:06.0,-1.642006,52.901027,117.2,11.2,46.02
58:07.0,-1.64199,52.901054,117.2,10.8,46.023
58:08.0,-1.641973,52.901083,117.3,11.7,46.026
58:09.0,-1.641958,52.901108,117.3,10.1,46.029
58:10.0,-1.641943,52.901133,117.3,10.0,46.032
58:11.0,-1.641928,52.901158,117.3,10.0,46.035
58:12.0,-1.641914,52.901181,117.1,9.2,46.037
58:13.0,-1.641895,52.901212,117.2,12.2,46.041
58:14.0,-1.641884,52.901231,117.1,13.0,46.043
58:22.0,-1.64179,52.901388,117.0,13.3,46.06
58:23.0,-1.641763,52.901433,117.0,16.8,46.065
58:24.0,-1.641743,52.901466,116.9,15.8,46.069
58:25.0,-1.641715,52.901512,116.9,15.9,46.074
58:26.0,-1.641695,52.901545,117.0,15.6,46.078
58:27.0,-1.641667,52.901593,117.1,16.8,46.083
58:28.0,-1.641646,52.901628,117.1,16.4,46.087
58:29.0,-1.641619,52.901673,117.2,16.2,46.092
58:30.0,-1.641598,52.901707,117.1,15.4,46.096
58:31.0,-1.64157,52.901754,117.1,16.2,46.101
58:32.0,-1.641551,52.901785,117.1,15.0,46.104
58:33.0,-1.641533,52.901816,117.1,12.8,46.108
58:43.0,-1.64131,52.902187,117.2,13.0,46.149
58:44.0,-1.641295,52.902212,117.2,10.1,46.152
58:45.0,-1.641278,52.902242,117.0,11.5,46.155
58:46.0,-1.641261,52.90227,116.9,11.8,46.158
58:47.0,-1.641244,52.902298,117.0,10.6,46.161
58:48.0,-1.64123,52.902321,117.0,9.5,46.164
58:49.0,-1.641216,52.902345,116.9,9.3,46.166
58:50.0,-1.641202,52.902368,117.1,9.5,46.169
58:51.0,-1.641188,52.902391,117.1,9.0,46.172
58:52.0,-1.641173,52.902416,117.0,10.3,46.174
58:53.0,-1.641159,52.90244,117.1,9.2,46.177
58:54.0,-1.641151,52.902453,117.1,8.8,46.178
59:06.0,-1.640921,52.902835,116.8,5.8,46.221
59:07.0,-1.640902,52.902868,116.9,13.0,46.225
59:08.0,-1.640881,52.902903,117.0,14.1,46.228
59:09.0,-1.640861,52.902935,116.9,13.2,46.232
59:10.0,-1.640845,52.902963,116.8,10.8,46.235
59:11.0,-1.640832,52.902985,116.8,8.6,46.237
59:12.0,-1.640818,52.903008,116.7,9.1,46.24
59:13.0,-1.640805,52.903029,116.8,8.9,46.242
59:14.0,-1.64079,52.903055,116.9,9.9,46.245
59:15.0,-1.640776,52.903077,117.1,9.1,46.248
59:16.0,-1.640761,52.903102,117.2,10.0,46.251
59:17.0,-1.640752,52.903118,117.3,11.0,46.252
59:26.0,-1.640701,52.903202,117.1,7.7,46.262
59:27.0,-1.640693,52.903215,117.2,5.0,46.263
59:28.0,-1.640686,52.903228,117.4,4.9,46.265
59:29.0,-1.640678,52.90324,117.4,4.7,46.266
59:30.0,-1.640671,52.903253,117.2,4.9,46.267
59:31.0,-1.640664,52.903265,117.1,4.8,46.269
59:32.0,-1.640656,52.903277,117.2,5.1,46.27
59:33.0,-1.64065,52.903288,117.1,4.7,46.271
59:34.0,-1.640643,52.9033,116.9,4.6,46.272
59:35.0,-1.640635,52.903312,117.1,4.8,46.274
59:36.0,-1.640628,52.903324,117.2,4.7,46.275
59:44.0,-1.640568,52.903424,117.2,5.0,46.286
59:45.0,-1.640561,52.903437,117.2,5.1,46.288
59:46.0,-1.640554,52.903448,117.1,4.6,46.289
59:47.0,-1.640547,52.90346,117.0,4.7,46.29
59:48.0,-1.64054,52.903471,117.0,4.5,46.291
59:49.0,-1.640533,52.903483,116.9,4.7,46.293
59:50.0,-1.640526,52.903495,116.9,4.6,46.294
59:51.0,-1.640519,52.903506,116.9,4.7,46.295
59:52.0,-1.640512,52.903518,116.9,4.6,46.297
59:53.0,-1.640505,52.903529,116.8,4.7,46.298
59:54.0,-1.640498,52.903541,116.7,4.6,46.299
59:55.0,-1.640495,52.903546,116.7,4.8,46.3
00:03.0,-1.639801,52.904702,117.0,5.2,46.428
00:04.0,-1.639794,52.904714,117.1,4.7,46.429
00:05.0,-1.639787,52.904726,117.1,4.8,46.431
00:06.0,-1.63978,52.904738,117.2,5.0,46.432
00:07.0,-1.639772,52.90475,117.2,4.8,46.433
00:08.0,-1.639765,52.904762,117.3,4.9,46.435
00:09.0,-1.639758,52.904774,117.3,4.5,46.436
00:10.0,-1.639751,52.904786,117.5,5.0,46.437
00:11.0,-1.639744,52.904798,117.6,4.6,46.439
00:12.0,-1.639737,52.904809,117.6,4.7,46.44
00:13.0,-1.63973,52.904821,117.7,4.6,46.441
00:21.0,-1.639664,52.90493,117.3,10.3,46.453
00:22.0,-1.639655,52.904947,117.2,6.5,46.455
00:23.0,-1.639648,52.904958,117.2,4.7,46.457
00:24.0,-1.63964,52.904971,117.1,5.1,46.458
00:25.0,-1.639633,52.904983,117.1,4.8,46.459
00:26.0,-1.639625,52.904996,117.0,5.0,46.461
00:27.0,-1.639618,52.905007,117.0,4.6,46.462
00:28.0,-1.639611,52.905019,117.1,4.8,46.463
00:29.0,-1.639604,52.905031,117.1,4.8,46.465
00:30.0,-1.639597,52.905043,117.0,4.5,46.466
00:31.0,-1.63959,52.905055,117.0,4.8,46.467
00:32.0,-1.639587,52.905059,117.0,4.5,46.468
00:40.0,-1.63956,52.905104,117.8,4.4,46.473
00:41.0,-1.639553,52.905116,118.1,4.8,46.474
00:42.0,-1.639546,52.905128,118.2,4.7,46.475
00:43.0,-1.639539,52.905139,118.4,4.8,46.477
00:44.0,-1.639532,52.905151,118.6,4.8,46.478
00:45.0,-1.639525,52.905162,118.7,4.6,46.479
00:46.0,-1.639518,52.905175,118.7,4.8,46.481
00:47.0,-1.63951,52.905187,118.8,4.9,46.482
00:48.0,-1.639503,52.905199,118.8,4.6,46.483
00:49.0,-1.639496,52.905211,118.9,5.0,46.485
00:50.0,-1.639489,52.905223,118.9,4.6,46.486
00:58.0,-1.639434,52.905315,118.8,4.3,46.496
00:59.0,-1.639427,52.905326,118.8,4.6,46.497
01:00.0,-1.63942,52.905338,118.8,4.7,46.499
01:01.0,-1.639413,52.905349,118.9,4.6,46.5
01:02.0,-1.639406,52.905361,118.9,4.7,46.501
01:03.0,-1.639399,52.905373,118.9,4.6,46.503
01:04.0,-1.639391,52.905386,118.9,5.1,46.504
01:05.0,-1.639384,52.905397,118.8,4.6,46.505
01:06.0,-1.639377,52.905409,118.9,4.7,46.507
01:07.0,-1.63937,52.905422,119.1,5.1,46.508
01:08.0,-1.639363,52.905433,119.3,4.6,46.509
01:09.0,-1.639361,52.905435,119.1,4.5,46.509
01:18.0,-1.639296,52.905545,119.2,4.6,46.522
01:19.0,-1.639288,52.905557,119.3,4.8,46.523
01:20.0,-1.639281,52.905569,119.2,4.7,46.524
01:21.0,-1.639274,52.905581,119.3,4.6,46.526
01:22.0,-1.639267,52.905593,119.4,4.7,46.527
01:23.0,-1.63926,52.905604,119.4,4.7,46.528
01:24.0,-1.639253,52.905615,119.3,4.8,46.529
01:25.0,-1.639246,52.905627,119.2,4.7,46.531
01:26.0,-1.639239,52.905639,119.1,4.5,46.532
01:27.0,-1.639232,52.905652,119.2,5.0,46.534
01:28.0,-1.639225,52.905663,119.4,4.6,46.535
01:29.0,-1.639219,52.905673,119.5,4.2,46.536
01:40.0,-1.639143,52.905799,119.6,4.6,46.55
01:41.0,-1.639136,52.905811,119.7,4.6,46.551
01:42.0,-1.639129,52.905823,119.7,4.6,46.552
01:43.0,-1.639122,52.905834,119.7,4.6,46.554
01:44.0,-1.639115,52.905846,119.7,4.7,46.555
01:45.0,-1.639109,52.905857,119.8,4.4,46.556
01:46.0,-1.639101,52.905869,120.0,4.8,46.558
01:47.0,-1.639094,52.90588,120.0,4.6,46.559
01:48.0,-1.639088,52.905891,119.9,4.4,46.56
01:49.0,-1.63908,52.905904,119.8,5.0,46.561
01:50.0,-1.639075,52.905913,119.9,4.8,46.563
01:58.0,-1.639017,52.90601,119.9,4.9,46.573
01:59.0,-1.63901,52.906021,120.0,4.6,46.575
02:00.0,-1.639003,52.906033,120.0,4.7,46.576
02:01.0,-1.638996,52.906044,120.1,4.7,46.577
02:02.0,-1.638989,52.906056,120.2,5.0,46.578
02:03.0,-1.638982,52.906067,120.2,4.5,46.58
02:04.0,-1.638975,52.906079,120.3,4.6,46.581
02:05.0,-1.638967,52.906092,120.3,5.0,46.582
02:06.0,-1.63896,52.906104,120.2,4.6,46.584
02:07.0,-1.638954,52.906115,120.1,4.9,46.585
02:08.0,-1.638946,52.906128,120.0,4.8,46.586
03:50.0,-13.617866,32.941261,130.9,4.5,-2169.514
03:51.0,-13.617859,32.941273,130.9,4.7,-2169.513
03:52.0,-13.617852,32.941284,131.1,4.6,-2169.511
03:53.0,-13.617845,32.941296,131.0,4.7,-2169.51
03:54.0,-13.617838,32.941308,130.9,4.8,-2169.509
03:55.0,-13.617831,32.94132,130.9,4.6,-2169.507
03:56.0,-13.617824,32.941332,130.9,4.8,-2169.506
03:57.0,-13.617817,32.941343,130.8,4.4,-2169.505
03:58.0,-13.61781,32.941354,130.7,4.6,-2169.504
03:59.0,-13.617803,32.941366,130.7,4.8,-2169.502
04:00.0,-13.6178,32.941371,130.6,4.8,-2169.502
04:07.0,-13.615926,32.944494,131.6,4.3,-2169.155
04:08.0,-13.615919,32.944506,131.5,4.7,-2169.154
04:09.0,-13.615912,32.944517,131.7,4.5,-2169.152
04:10.0,-13.615906,32.944528,131.5,4.4,-2169.151
04:11.0,-13.615899,32.94454,131.5,4.6,-2169.15
04:12.0,-13.615892,32.944552,131.5,4.9,-2169.149
04:13.0,-13.615884,32.944564,131.5,4.8,-2169.147
04:14.0,-13.615877,32.944576,131.5,4.6,-2169.146
04:15.0,-13.61587,32.944587,131.6,4.7,-2169.145
04:16.0,-13.615863,32.944599,131.5,4.6,-2169.143
04:17.0,-13.615856,32.94461,131.6,4.7,-2169.142
05:50.0,-13.615038,32.945974,128.9,4.5,-2168.991
05:51.0,-13.615031,32.945986,128.9,4.8,-2168.989
05:52.0,-13.615024,32.945998,128.8,4.9,-2168.988
05:53.0,-13.615016,32.946012,128.9,5.1,-2168.987
05:54.0,-13.615008,32.946024,128.8,4.8,-2168.985
05:55.0,-13.615002,32.946035,128.8,4.6,-2168.984
05:56.0,-13.614995,32.946047,128.7,4.6,-2168.983
05:57.0,-13.614987,32.946059,128.5,5.0,-2168.981
05:58.0,-13.61498,32.946071,128.5,4.9,-2168.98
05:59.0,-13.614972,32.946084,128.4,5.2,-2168.979
06:00.0,-13.614965,32.946097,128.4,5.0,-2168.977
06:01.0,-13.614959,32.946105,128.5,4.6,-2168.976
06:28.0,-13.614782,32.9464,128.5,4.4,-2168.943
06:29.0,-13.614776,32.946411,128.6,4.4,-2168.942
06:30.0,-13.614769,32.946423,128.6,4.5,-2168.941
06:31.0,-13.614762,32.946435,128.4,4.9,-2168.94
06:32.0,-13.614755,32.946447,128.4,4.6,-2168.938
06:33.0,-13.614748,32.946458,128.4,4.6,-2168.937
06:34.0,-13.614741,32.946469,128.4,4.5,-2168.936
06:35.0,-13.614734,32.946481,128.4,4.6,-2168.934
06:36.0,-13.614727,32.946493,128.4,4.7,-2168.933
06:37.0,-13.61472,32.946504,128.3,4.8,-2168.932
06:38.0,-13.614713,32.946517,128.2,4.6,-2168.93
06:39.0,-13.614706,32.946528,128.2,4.7,-2168.929
06:54.0,-13.614606,32.946695,128.1,4.3,-2168.911
06:55.0,-13.614599,32.946705,128.2,4.3,-2168.91
06:56.0,-13.614593,32.946716,128.2,4.4,-2168.908
06:57.0,-13.614586,32.946728,128.1,4.7,-2168.907
06:58.0,-13.614579,32.94674,128.1,4.6,-2168.906
06:59.0,-13.614571,32.946752,128.2,4.7,-2168.904
07:00.0,-13.614564,32.946764,128.2,4.8,-2168.903
07:01.0,-13.614557,32.946775,128.2,4.8,-2168.902
07:02.0,-13.61455,32.946787,128.0,4.7,-2168.9
07:03.0,-13.614543,32.946799,128.0,4.5,-2168.899
07:04.0,-13.614537,32.946809,128.1,4.4,-2168.898
07:33.0,-13.614337,32.947143,128.0,4.7,-2168.861
07:34.0,-13.614329,32.947155,128.2,5.0,-2168.86
07:35.0,-13.614323,32.947167,128.3,4.6,-2168.858
07:36.0,-13.614316,32.947178,128.3,4.6,-2168.857
07:37.0,-13.614308,32.94719,128.5,4.8,-2168.856
07:38.0,-13.614301,32.947202,128.4,4.7,-2168.854
07:39.0,-13.614295,32.947213,128.4,4.6,-2168.853
07:40.0,-13.614288,32.947225,128.4,4.6,-2168.852
07:41.0,-13.61428,32.947237,128.4,4.7,-2168.851
07:42.0,-13.614273,32.947249,128.5,4.8,-2168.849
07:43.0,-13.614266,32.94726,128.7,4.5,-2168.848
07:44.0,-13.614264,32.947265,128.6,4.6,-2168.847
07:54.0,-13.614189,32.947389,128.7,4.9,-2168.834
07:55.0,-13.614183,32.9474,128.7,4.4,-2168.832
07:56.0,-13.614176,32.947411,128.7,4.4,-2168.831
07:57.0,-13.614169,32.947423,128.7,4.7,-2168.83
07:58.0,-13.614162,32.947434,128.8,4.5,-2168.829
07:59.0,-13.614155,32.947446,128.7,4.8,-2168.827
08:00.0,-13.614148,32.947458,128.7,4.7,-2168.826
08:01.0,-13.614141,32.947469,128.7,4.7,-2168.825
08:02.0,-13.614134,32.947482,128.8,4.9,-2168.823
08:03.0,-13.614126,32.947494,128.7,4.8,-2168.822
08:04.0,-13.614121,32.947503,128.7,4.8,-2168.821
08:21.0,-13.613997,32.947709,128.7,4.5,-2168.798
08:22.0,-13.61399,32.947721,128.5,4.8,-2168.797
08:23.0,-13.613983,32.947733,128.4,5.0,-2168.795
08:24.0,-13.613976,32.947745,128.4,4.6,-2168.794
08:25.0,-13.613968,32.947757,128.5,5.0,-2168.793
08:26.0,-13.613961,32.947769,128.5,4.6,-2168.791
08:27.0,-13.613954,32.94778,128.6,4.5,-2168.79
08:28.0,-13.613947,32.947793,128.6,4.9,-2168.789
08:29.0,-13.61394,32.947805,128.5,4.9,-2168.787
08:30.0,-13.613932,32.947817,128.4,4.8,-2168.786
